1773506134 | cpu_spike | 36.4s | new_skill
1773535621 | database_connection_exhaustion | 0.0s | recalled_skill
1773535626 | database_connection_exhaustion | 0.0s | recalled_skill
1773535631 | database_connection_exhaustion | 0.0s | recalled_skill
1773535636 | database_connection_exhaustion | 0.0s | recalled_skill
1773535642 | database_connection_exhaustion | 0.0s | recalled_skill
1773535647 | database_connection_exhaustion | 0.0s | recalled_skill
1773535652 | database_connection_exhaustion | 0.0s | recalled_skill
1773536552 | database_connection_exhaustion | 0.0s | recalled_skill
1773536557 | database_connection_exhaustion | 0.0s | recalled_skill
1773536562 | database_connection_exhaustion | 0.0s | recalled_skill
1773536567 | database_connection_exhaustion | 0.0s | recalled_skill
1773536572 | database_connection_exhaustion | 0.0s | recalled_skill
1773536577 | database_connection_exhaustion | 0.0s | recalled_skill
1773536582 | database_connection_exhaustion | 0.0s | recalled_skill
1773536587 | database_connection_exhaustion | 0.0s | recalled_skill
1773536592 | database_connection_exhaustion | 0.0s | recalled_skill
1773536597 | database_connection_exhaustion | 0.0s | recalled_skill
1773537499 | database_connection_exhaustion | 0.0s | recalled_skill
1773537504 | database_connection_exhaustion | 0.0s | recalled_skill
1773537509 | database_connection_exhaustion | 0.0s | recalled_skill
1773537514 | database_connection_exhaustion | 0.0s | recalled_skill
1773537519 | database_connection_exhaustion | 0.0s | recalled_skill
1773537524 | database_connection_exhaustion | 0.0s | recalled_skill
1773537529 | database_connection_exhaustion | 0.0s | recalled_skill
1773537534 | database_connection_exhaustion | 0.0s | recalled_skill
1773537539 | database_connection_exhaustion | 0.0s | recalled_skill
1773537544 | database_connection_exhaustion | 0.0s | recalled_skill
1773538446 | database_connection_exhaustion | 0.0s | recalled_skill
1773538451 | database_connection_exhaustion | 0.0s | recalled_skill
1773538456 | database_connection_exhaustion | 0.0s | recalled_skill
1773538461 | database_connection_exhaustion | 0.0s | recalled_skill
1773538466 | database_connection_exhaustion | 0.0s | recalled_skill
1773538471 | database_connection_exhaustion | 0.0s | recalled_skill
1773538476 | database_connection_exhaustion | 0.0s | recalled_skill
1773538481 | database_connection_exhaustion | 0.0s | recalled_skill
1773538486 | database_connection_exhaustion | 0.0s | recalled_skill
1773538491 | database_connection_exhaustion | 0.0s | recalled_skill
1773539392 | database_connection_exhaustion | 0.0s | recalled_skill
1773539397 | database_connection_exhaustion | 0.0s | recalled_skill
1773539402 | database_connection_exhaustion | 0.0s | recalled_skill
1773539407 | database_connection_exhaustion | 0.0s | recalled_skill
1773539412 | database_connection_exhaustion | 0.0s | recalled_skill
1773539417 | database_connection_exhaustion | 0.0s | recalled_skill
1773539422 | database_connection_exhaustion | 0.0s | recalled_skill
1773539427 | database_connection_exhaustion | 0.0s | recalled_skill
1773539432 | database_connection_exhaustion | 0.0s | recalled_skill
1773539437 | database_connection_exhaustion | 0.0s | recalled_skill
1773540339 | database_connection_exhaustion | 0.3s | recalled_skill
1773540344 | database_connection_exhaustion | 0.0s | recalled_skill
1773540350 | database_connection_exhaustion | 0.0s | recalled_skill
1773540355 | database_connection_exhaustion | 0.0s | recalled_skill
1773540360 | database_connection_exhaustion | 0.0s | recalled_skill
1773540365 | database_connection_exhaustion | 0.0s | recalled_skill
1773540370 | database_connection_exhaustion | 0.0s | recalled_skill
1773540375 | database_connection_exhaustion | 0.0s | recalled_skill
1773540380 | database_connection_exhaustion | 0.0s | recalled_skill
1773540385 | database_connection_exhaustion | 0.0s | recalled_skill
1773541086 | database_connection_exhaustion | 0.0s | recalled_skill
1773541091 | database_connection_exhaustion | 0.0s | recalled_skill
1773541096 | database_connection_exhaustion | 0.0s | recalled_skill
1773541101 | database_connection_exhaustion | 0.0s | recalled_skill
1773541106 | database_connection_exhaustion | 0.0s | recalled_skill
1773541111 | database_connection_exhaustion | 0.0s | recalled_skill
1773541116 | database_connection_exhaustion | 0.0s | recalled_skill
1773541121 | database_connection_exhaustion | 0.0s | recalled_skill
1773541126 | database_connection_exhaustion | 0.0s | recalled_skill
1773541131 | database_connection_exhaustion | 0.0s | recalled_skill
1773541920 | database_connection_exhaustion | 0.0s | recalled_skill
1773541925 | database_connection_exhaustion | 0.0s | recalled_skill
1773541930 | database_connection_exhaustion | 0.0s | recalled_skill
1773541935 | database_connection_exhaustion | 0.0s | recalled_skill
1773541940 | database_connection_exhaustion | 0.0s | recalled_skill
1773541945 | database_connection_exhaustion | 0.0s | recalled_skill
1773541950 | database_connection_exhaustion | 0.0s | recalled_skill
1773541955 | database_connection_exhaustion | 0.0s | recalled_skill
1773541960 | database_connection_exhaustion | 0.0s | recalled_skill
1773541965 | database_connection_exhaustion | 0.0s | recalled_skill
1773542866 | database_connection_exhaustion | 0.4s | recalled_skill
1773542871 | database_connection_exhaustion | 0.1s | recalled_skill
1773542876 | database_connection_exhaustion | 0.0s | recalled_skill
1773542881 | database_connection_exhaustion | 0.0s | recalled_skill
1773542886 | database_connection_exhaustion | 0.0s | recalled_skill
1773542892 | database_connection_exhaustion | 0.0s | recalled_skill
1773542897 | database_connection_exhaustion | 0.0s | recalled_skill
1773542902 | database_connection_exhaustion | 0.0s | recalled_skill
1773542907 | database_connection_exhaustion | 0.0s | recalled_skill
1773542912 | database_connection_exhaustion | 0.0s | recalled_skill
1773543813 | database_connection_exhaustion | 0.7s | recalled_skill
1773543818 | database_connection_exhaustion | 0.0s | recalled_skill
1773543823 | database_connection_exhaustion | 0.0s | recalled_skill
1773543828 | database_connection_exhaustion | 0.0s | recalled_skill
1773543833 | database_connection_exhaustion | 0.0s | recalled_skill
1773543838 | database_connection_exhaustion | 0.0s | recalled_skill
1773543843 | database_connection_exhaustion | 0.0s | recalled_skill
1773543848 | database_connection_exhaustion | 0.0s | recalled_skill
1773543853 | database_connection_exhaustion | 0.0s | recalled_skill
1773543858 | database_connection_exhaustion | 0.0s | recalled_skill
1773544759 | database_connection_exhaustion | 0.0s | recalled_skill
1773544764 | database_connection_exhaustion | 0.0s | recalled_skill
1773544769 | database_connection_exhaustion | 0.0s | recalled_skill
1773544774 | database_connection_exhaustion | 0.0s | recalled_skill
1773544779 | database_connection_exhaustion | 0.1s | recalled_skill
1773544784 | database_connection_exhaustion | 0.0s | recalled_skill
1773544789 | database_connection_exhaustion | 0.0s | recalled_skill
1773544794 | database_connection_exhaustion | 0.0s | recalled_skill
1773544799 | database_connection_exhaustion | 0.0s | recalled_skill
1773544804 | database_connection_exhaustion | 0.0s | recalled_skill
1773545580 | database_connection_exhaustion | 0.1s | recalled_skill
1773545585 | database_connection_exhaustion | 0.0s | recalled_skill
1773545590 | database_connection_exhaustion | 0.0s | recalled_skill
1773545595 | database_connection_exhaustion | 0.0s | recalled_skill
1773545600 | database_connection_exhaustion | 0.0s | recalled_skill
1773545605 | database_connection_exhaustion | 0.0s | recalled_skill
1773545610 | database_connection_exhaustion | 0.0s | recalled_skill
1773545615 | database_connection_exhaustion | 0.0s | recalled_skill
1773545620 | database_connection_exhaustion | 0.0s | recalled_skill
1773545626 | database_connection_exhaustion | 0.0s | recalled_skill
1773546527 | database_connection_exhaustion | 0.4s | recalled_skill
1773546532 | database_connection_exhaustion | 0.0s | recalled_skill
1773546537 | database_connection_exhaustion | 0.0s | recalled_skill
1773546542 | database_connection_exhaustion | 0.0s | recalled_skill
1773546547 | database_connection_exhaustion | 0.0s | recalled_skill
1773546552 | database_connection_exhaustion | 0.0s | recalled_skill
1773546557 | database_connection_exhaustion | 0.0s | recalled_skill
1773546562 | database_connection_exhaustion | 0.0s | recalled_skill
1773546567 | database_connection_exhaustion | 0.0s | recalled_skill
1773546573 | database_connection_exhaustion | 0.0s | recalled_skill
1773547474 | database_connection_exhaustion | 0.0s | recalled_skill
1773547479 | database_connection_exhaustion | 0.0s | recalled_skill
1773547484 | database_connection_exhaustion | 0.0s | recalled_skill
1773547489 | database_connection_exhaustion | 0.0s | recalled_skill
1773547494 | database_connection_exhaustion | 0.0s | recalled_skill
1773547499 | database_connection_exhaustion | 0.0s | recalled_skill
1773547504 | database_connection_exhaustion | 0.0s | recalled_skill
1773547509 | database_connection_exhaustion | 0.0s | recalled_skill
1773547514 | database_connection_exhaustion | 0.0s | recalled_skill
1773547519 | database_connection_exhaustion | 0.0s | recalled_skill
1773547847 | database_connection_exhaustion | 0.5s | recalled_skill
1773547852 | database_connection_exhaustion | 0.0s | recalled_skill
1773547857 | database_connection_exhaustion | 0.0s | recalled_skill
1773547863 | database_connection_exhaustion | 0.0s | recalled_skill
1773547868 | database_connection_exhaustion | 0.0s | recalled_skill
1773547873 | database_connection_exhaustion | 0.0s | recalled_skill
1773547878 | database_connection_exhaustion | 0.0s | recalled_skill
1773547883 | database_connection_exhaustion | 0.0s | recalled_skill
1773547888 | database_connection_exhaustion | 0.0s | recalled_skill
1773547893 | database_connection_exhaustion | 0.0s | recalled_skill
1773547898 | database_connection_exhaustion | 0.0s | recalled_skill
1773547903 | database_connection_exhaustion | 0.0s | recalled_skill
1773547908 | database_connection_exhaustion | 0.0s | recalled_skill
1773547913 | database_connection_exhaustion | 0.0s | recalled_skill
1773547918 | database_connection_exhaustion | 0.0s | recalled_skill
1773547923 | database_connection_exhaustion | 0.0s | recalled_skill
1773547928 | database_connection_exhaustion | 0.0s | recalled_skill
1773547933 | database_connection_exhaustion | 0.0s | recalled_skill
1773547938 | database_connection_exhaustion | 0.0s | recalled_skill
1773547943 | database_connection_exhaustion | 0.1s | recalled_skill
1773547948 | database_connection_exhaustion | 0.0s | recalled_skill
1773547953 | database_connection_exhaustion | 0.0s | recalled_skill
1773547959 | database_connection_exhaustion | 0.0s | recalled_skill
1773547964 | database_connection_exhaustion | 0.1s | recalled_skill
1773547969 | database_connection_exhaustion | 0.0s | recalled_skill
1773547974 | database_connection_exhaustion | 0.0s | recalled_skill
1773547979 | database_connection_exhaustion | 0.0s | recalled_skill
1773547984 | database_connection_exhaustion | 0.0s | recalled_skill
1773547989 | database_connection_exhaustion | 0.0s | recalled_skill
1773547994 | database_connection_exhaustion | 0.0s | recalled_skill
1773547999 | database_connection_exhaustion | 0.0s | recalled_skill
1773548004 | database_connection_exhaustion | 0.0s | recalled_skill
1773548009 | database_connection_exhaustion | 0.0s | recalled_skill
1773548014 | database_connection_exhaustion | 0.0s | recalled_skill
1773548019 | database_connection_exhaustion | 0.0s | recalled_skill
1773548024 | database_connection_exhaustion | 0.0s | recalled_skill
1773548029 | database_connection_exhaustion | 0.0s | recalled_skill
1773548034 | database_connection_exhaustion | 0.0s | recalled_skill
1773548039 | database_connection_exhaustion | 0.0s | recalled_skill
1773548044 | database_connection_exhaustion | 0.0s | recalled_skill
1773548049 | database_connection_exhaustion | 0.1s | recalled_skill
1773548054 | database_connection_exhaustion | 0.0s | recalled_skill
1773548059 | database_connection_exhaustion | 0.0s | recalled_skill
1773548064 | database_connection_exhaustion | 0.0s | recalled_skill
1773548069 | database_connection_exhaustion | 0.0s | recalled_skill
1773548075 | database_connection_exhaustion | 0.0s | recalled_skill
1773548080 | database_connection_exhaustion | 0.0s | recalled_skill
1773548085 | database_connection_exhaustion | 0.0s | recalled_skill
1773548090 | database_connection_exhaustion | 0.0s | recalled_skill
1773548095 | database_connection_exhaustion | 0.0s | recalled_skill
1773548100 | database_connection_exhaustion | 0.0s | recalled_skill
1773548105 | database_connection_exhaustion | 0.0s | recalled_skill
1773548110 | database_connection_exhaustion | 0.0s | recalled_skill
1773548115 | database_connection_exhaustion | 0.0s | recalled_skill
1773548120 | database_connection_exhaustion | 0.0s | recalled_skill
1773548125 | database_connection_exhaustion | 0.0s | recalled_skill
1773548130 | database_connection_exhaustion | 0.0s | recalled_skill
1773548135 | database_connection_exhaustion | 0.0s | recalled_skill
1773548140 | database_connection_exhaustion | 0.0s | recalled_skill
1773548145 | database_connection_exhaustion | 0.0s | recalled_skill
1773548150 | database_connection_exhaustion | 0.0s | recalled_skill
1773548155 | database_connection_exhaustion | 0.0s | recalled_skill
1773548160 | database_connection_exhaustion | 0.0s | recalled_skill
1773548165 | database_connection_exhaustion | 0.0s | recalled_skill
1773548170 | database_connection_exhaustion | 0.0s | recalled_skill
1773548175 | database_connection_exhaustion | 0.0s | recalled_skill
1773548180 | database_connection_exhaustion | 0.1s | recalled_skill
1773548185 | database_connection_exhaustion | 0.0s | recalled_skill
1773548190 | database_connection_exhaustion | 0.0s | recalled_skill
1773548195 | database_connection_exhaustion | 0.0s | recalled_skill
1773548200 | database_connection_exhaustion | 0.0s | recalled_skill
1773548205 | database_connection_exhaustion | 0.0s | recalled_skill
1773548210 | database_connection_exhaustion | 0.0s | recalled_skill
1773548215 | database_connection_exhaustion | 0.0s | recalled_skill
1773548220 | database_connection_exhaustion | 0.0s | recalled_skill
1773548225 | database_connection_exhaustion | 0.0s | recalled_skill
1773548230 | database_connection_exhaustion | 0.0s | recalled_skill
1773548236 | database_connection_exhaustion | 0.0s | recalled_skill
1773548241 | database_connection_exhaustion | 0.0s | recalled_skill
1773548246 | database_connection_exhaustion | 0.0s | recalled_skill
1773548251 | database_connection_exhaustion | 0.0s | recalled_skill
1773548256 | database_connection_exhaustion | 0.0s | recalled_skill
1773548261 | database_connection_exhaustion | 0.0s | recalled_skill
1773548266 | database_connection_exhaustion | 0.0s | recalled_skill
1773548271 | database_connection_exhaustion | 0.0s | recalled_skill
1773548276 | database_connection_exhaustion | 0.0s | recalled_skill
1773548281 | database_connection_exhaustion | 0.0s | recalled_skill
1773548286 | database_connection_exhaustion | 0.0s | recalled_skill
1773548291 | database_connection_exhaustion | 0.0s | recalled_skill
1773548296 | database_connection_exhaustion | 0.0s | recalled_skill
1773548301 | database_connection_exhaustion | 0.0s | recalled_skill
1773548306 | database_connection_exhaustion | 0.0s | recalled_skill
1773548311 | database_connection_exhaustion | 0.0s | recalled_skill
1773548316 | database_connection_exhaustion | 0.0s | recalled_skill
1773548321 | database_connection_exhaustion | 0.0s | recalled_skill
1773548326 | database_connection_exhaustion | 0.1s | recalled_skill
1773548331 | database_connection_exhaustion | 0.0s | recalled_skill
1773548336 | database_connection_exhaustion | 0.0s | recalled_skill
1773548341 | database_connection_exhaustion | 0.0s | recalled_skill
1773548346 | database_connection_exhaustion | 0.0s | recalled_skill
1773548351 | database_connection_exhaustion | 0.0s | recalled_skill
1773548356 | database_connection_exhaustion | 0.0s | recalled_skill
1773548361 | database_connection_exhaustion | 0.0s | recalled_skill
1773548367 | database_connection_exhaustion | 0.0s | recalled_skill
1773548372 | database_connection_exhaustion | 0.0s | recalled_skill
1773548377 | database_connection_exhaustion | 0.0s | recalled_skill
1773548382 | database_connection_exhaustion | 0.0s | recalled_skill
1773548387 | database_connection_exhaustion | 0.0s | recalled_skill
1773548392 | database_connection_exhaustion | 0.1s | recalled_skill
1773548397 | database_connection_exhaustion | 0.0s | recalled_skill
1773548402 | database_connection_exhaustion | 0.2s | recalled_skill
1773548408 | database_connection_exhaustion | 0.1s | recalled_skill
1773548413 | database_connection_exhaustion | 0.3s | recalled_skill
1773548418 | database_connection_exhaustion | 0.1s | recalled_skill
1773548423 | database_connection_exhaustion | 0.0s | recalled_skill
1773548428 | database_connection_exhaustion | 0.2s | recalled_skill
1773548434 | database_connection_exhaustion | 0.1s | recalled_skill
1773548439 | database_connection_exhaustion | 0.1s | recalled_skill
1773548444 | database_connection_exhaustion | 0.2s | recalled_skill
1773548449 | database_connection_exhaustion | 0.0s | recalled_skill
1773548454 | database_connection_exhaustion | 0.1s | recalled_skill
1773548460 | database_connection_exhaustion | 0.1s | recalled_skill
1773548465 | database_connection_exhaustion | 0.1s | recalled_skill
1773548470 | database_connection_exhaustion | 0.0s | recalled_skill
1773548475 | database_connection_exhaustion | 0.1s | recalled_skill
1773548480 | database_connection_exhaustion | 0.2s | recalled_skill
1773548485 | database_connection_exhaustion | 0.0s | recalled_skill
1773548490 | database_connection_exhaustion | 0.0s | recalled_skill
1773548495 | database_connection_exhaustion | 0.0s | recalled_skill
1773548500 | database_connection_exhaustion | 0.0s | recalled_skill
1773548505 | database_connection_exhaustion | 0.0s | recalled_skill
1773548510 | database_connection_exhaustion | 0.0s | recalled_skill
1773548515 | database_connection_exhaustion | 0.0s | recalled_skill
1773548520 | database_connection_exhaustion | 0.0s | recalled_skill
1773548525 | database_connection_exhaustion | 0.0s | recalled_skill
1773548530 | database_connection_exhaustion | 0.0s | recalled_skill
1773548535 | database_connection_exhaustion | 0.0s | recalled_skill
1773548540 | database_connection_exhaustion | 0.0s | recalled_skill
1773548545 | database_connection_exhaustion | 0.0s | recalled_skill
1773548551 | database_connection_exhaustion | 0.0s | recalled_skill
1773548556 | database_connection_exhaustion | 0.0s | recalled_skill
1773548561 | database_connection_exhaustion | 0.0s | recalled_skill
1773548566 | database_connection_exhaustion | 0.0s | recalled_skill
1773548571 | database_connection_exhaustion | 0.0s | recalled_skill
1773548576 | database_connection_exhaustion | 0.0s | recalled_skill
1773548581 | database_connection_exhaustion | 0.0s | recalled_skill
1773548586 | database_connection_exhaustion | 0.0s | recalled_skill
1773548591 | database_connection_exhaustion | 0.0s | recalled_skill
1773548596 | database_connection_exhaustion | 0.0s | recalled_skill
1773548601 | database_connection_exhaustion | 0.0s | recalled_skill
1773548606 | database_connection_exhaustion | 0.0s | recalled_skill
1773548611 | database_connection_exhaustion | 0.0s | recalled_skill
1773548616 | database_connection_exhaustion | 0.0s | recalled_skill
